Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
5163,UT,High Occupancy Vehicle (HOV) Lane Exemption,"Vehicles with clean fuel license plates are authorized to travel in HOV
lanes regardless of the number of occupants, to the extent authorized or
permitted by federal law or federal regulation. The clean fuel plate
must be purchased from a Utah Motor Vehicles office for a fee of \$15.
Vehicle owners must first obtain a C Plate permit from the Utah
Department of Transportation. To be eligible for a clean fuel license
plate, a vehicle must meet the definition of a clean fuel vehicle as
defined in Utah Code 59-13-102. (Reference [Utah
Code](https://le.utah.gov/xcode/code.html) 41-1a-418, 41-1a-1211,
41-6a-702 and 59-13-102)
",,2008-03-17 00:00:00 UTC,FALSE,20,State Incentives,,,2010-12-31 00:00:00 UTC,,,,ELEC|HY|NG|PHEV|LPG,EXEM,,IND|FLEET,http://le.utah.gov/~code/code.htm
5180,GA,Zero Emission Vehicle (ZEV) Tax Credit,"An income tax credit is available to individuals who purchase or lease a
new ZEV. The amount of the tax credit is 20% of the vehicle cost, up to
\$5,000. For the purpose of this credit, a ZEV is defined as a motor
vehicle that has zero tailpipe and evaporative emissions, including a
pure electric vehicle. Low-speed vehicles do not qualify for this
credit. Any portion of the credit not used in the year the ZEV is
purchased or leased may be carried over for up to five years. The tax
credit expires July 1, 2015. For more information, see the Georgia
Department of Natural Resources Alternative Fuels and Tax Credits
website. (Reference [House
Bill](http://www.legis.ga.gov/en-US/default.aspx) 170, 2015, and
[Georgia Code](http://www.legis.ga.gov/en-US/default.aspx) 48-7-40.16)
",,2015-05-04 00:00:00 UTC,FALSE,15,State Incentives,,2015-10-15 22:21:08 UTC,2015-07-01 00:00:00 UTC,,,,ELEC|PHEV,TAX,,IND|FLEET,http://www.legis.ga.gov/en-US/default.aspx|http://www.legis.ga.gov/en-US/default.aspx
5199,IN,Alternative Fuel Vehicle (AFV) Grants,"The Office of the Lieutenant Governor, Energy Group administers
the AFV Grant Program for projects that involve the purchase of
AFVs, conversion of conventionally fueled vehicles to operate on
alternative fuels, installation of AFV refueling facilities,
purchase and use of renewable transportation fuels, or
combinations of these purposes. AFVs include vehicles capable of
operating on electricity, ethanol, propane, hydrogen and natural
gas, as defined by the Energy Policy Act of 1992 (EPAct). They do
not include hybrid electric vehicles. Grant amounts range from
$2,000 to $50,000 and are determined according to the following
formulas:

* For the purchase of OEM AFVs for which the manufacturer
produces a conventionally fueled equivalent, 80% of the
incremental cost is eligible for funding.
* For the purchase of OEM AFVs for which the manufacturer does
not produce a conventionally fueled equivalent, 30% of the
overall cost of the vehicle is eligible for funding.
* For the conversion of vehicles to run on an alternative fuel,
80% of the cost of conversion is eligible for funding.
* For the purchase and installation of refueling facilities for
an alternative fuel to be used in vehicles, 50% of the facility
cost is eligible for funding.
* For the purchase and use of E85 or biodiesel in blends of 20%
or higher, 50% of the incremental cost is eligible for funding.

Project budgets may include funding from third party sources, but
the applicant itself must directly contribute at least 20% of the
project's total budget. If a grant is awarded, the applicant
will receive funds on a reimbursement basis only. Businesses,
non-profit institutions and units of local government (including
public school systems) are eligible to apply. AFV grants will
not be awarded to fund research projects. Entities that are
required to purchase alternative fuel vehicles under the Energy
Policy Act of 1992 are not eligible for grants under this
program.",,,FALSE,10,State Incentives,,,2006-03-31 00:00:00 UTC,,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,GNT,,STATION|PURCH|IND|FLEET,
5208,DC,Alternative Fuel Vehicle (AFV) Incentives,"The Clean Fuel Fleet Program included an initiative for the
District of Columbia (D.C.) to develop alternative fuel vehicle
(AFV) incentives, such as income tax credits for AFVs, motor fuel
exemptions, and preferential parking. However, the D.C. Council
has not implemented the measure.",,,FALSE,20,State Incentives,,,2006-09-01 00:00:00 UTC,,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,EXEM|TAX,,STATION|IND|FLEET,
5263,NV,Provision for Establishment of Alternative Fuel Incentives,"In conjunction with the Nevada Department of Business and Industry, the
Nevada Department of Conservation and Natural Resources may develop and
administer a program to provide incentives to encourage alternative fuel
use in motor vehicles, specifically by individuals and others not
required by state statute to purchase alternative fuel vehicles. The
program may also educate the general public about the benefits of using
alternative fuel vehicles. (Reference [Nevada Revised
Statutes](http://www.leg.state.nv.us/law1.cfm) 486A.200)
",,,FALSE,45,Laws and Regulations,,,,2015-07-31 00:00:00 UTC,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,,OTHER,OTHER|IND|FLEET,http://www.leg.state.nv.us/law1.cfm
5299,ME,Alternative Fuel Vehicle (AFV) and Fueling Infrastructure Loans,"The Finance Authority of Maine (Authority) manages the Clean Fuel
Vehicle Fund, a non-lapsing revolving loan fund, which may be
used for direct loans and grants to support production,
distribution and consumption of clean fuels and biofuels. The
Authority may also insure up to 100% of a loan for a clean fuel
or biofuel project. The total amount of all loans insured may not
exceed $5,000,000. Clean fuel is defined as compressed natural
gas, liquefied natural gas, propane, hydrogen, alcohol fuels
containing at least 85% alcohol by volume, electricity, or any
other transportation fuel that results in lower emissions of
oxides of nitrogen, volatile organic compounds, carbon monoxide,
and/or particulates than gasoline or diesel fuel. Biofuel is
defined as ethanol, biodiesel, hydrogen, methanol, or any other
transportation fuel derived from agricultural crops or residues,
or from forest products or byproducts. The Clean Fuel Vehicle
Fund requires funding by the Maine Legislature.(Reference Maine
Revised Statutes ( http://janus.state.me.us/legis/statutes/ )
Title 10, Sections 963-A, 1023-K, and 1026-A, and Title 36,
Section 5219-X)",,2009-05-12 00:00:00 UTC,FALSE,20,State Incentives,,,,2012-02-01 00:00:00 UTC,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,LOANS,,STATION|AFP|PURCH|IND|FLEET,http://janus.state.me.us/legis/statutes/
5302,RI,Electric Vehicle (EV) Tax Credit,"A taxpayer entitled to a federal qualified EV tax credit is also
entitled to a state tax credit equal to 25% of the federal
qualified EV tax credit. (Reference Rhode Island Code ( http://www.rilin.state.ri.us/Statutes/Statutes.html ) 44-30-2.6)",,,FALSE,15,State Incentives,,,2007-12-31 00:00:00 UTC,,,,ELEC|PHEV,TAX,,IND|FLEET,
5322,NY,Alternative Fuel Vehicle (AFV) Technical Assistance,"The New York State Energy Research and Development Authority
(NYSERDA) manages the New York State Clean Cities Sharing Network
(Network) ( http://www.nyserda.ny.gov/en/Page-Sections/Research-and-Development/Transportation/Alternative-Fuel-Vehicles.aspx ), which provides technical, policy, and program information
about AFVs. Membership is open to all organizations, businesses,
and individuals interested in AFVs and members are notified about
upcoming funding opportunities and events. The Network publishes
information about tax incentives, fueling stations, case studies,
and contact information for the Clean Cities program and other
industry leaders. The Network also organizes and sponsors
technical workshops. For more information, see the NYSERDA
Transportation Programs ( http://www.nyserda.ny.gov/en/Page-Sections/Research-and-Development/Transportation/Alternative-Fuel-Vehicles.aspx ) website.",,,FALSE,40,State Incentives,,,,2012-12-01 00:00:00 UTC,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,OTHER,,STATION|MAN|OTHER|IND|FLEET,
5369,CA,Alternative Fuel Vehicle (AFV) License Fee,"In order to equalize the vehicle license fee between AFVs and
conventional fuel vehicles, the incremental cost of purchasing an
AFV is exempt from the vehicle license fee (of 2%) when the costs
are more than the most comparable conventional fuel vehicle, as
determined by the California Energy Commission. This reduction
applies to new, light-duty AFVs that are certified to meet or
exceed Ultra Low Emission Vehicle standards. This program expires
January 1, 2009. (Reference California Revenue and Taxation Code
( http://www.oal.ca.gov/ ) 10759.5)",,,FALSE,120,Laws and Regulations,,,2009-01-01 00:00:00 UTC,,,,ELEC|HY|NG|PHEV|LPG,EXEM,REGIS,MAN|IND|FLEET,http://www.oal.ca.gov/
5420,FL,Alternative Fuels Tax,"The following was repealed by House Bill ( http://www.leg.state.fl.us/Welcome/index.cfm?CFID=294802082&CFTOKEN=82853736 ) 579, 2013: A person operating an alternative fuel vehicle (AFV)
must purchase an annual decal from the Florida Department of
Motor Vehicles to be exempt from the excise tax on gasoline.
Fueling stations may not fuel a vehicle with propane or
compressed natural gas that does not display the proper decal.
State and local government AFV fleets are exempt from paying the
decal fee. In addition to the state alternative fuel fee, a
person fueling a vehicle from their own facility must pay a local
alternative fuel fee instead of the excise tax a county levies.
(Reference Florida Statutes ( http://www.flsenate.gov/Laws/ )
206.877)",,,FALSE,110,Laws and Regulations,,,,,2013-05-02 00:00:00 UTC,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,,FUEL|REGIS,STATION|PURCH|IND|FLEET,http://www.flsenate.gov/Laws/
5424,GA,Alternative Fuel Vehicle (AFV) Tax Credit,"An income tax credit is available to individuals who purchase or lease a
new dedicated AFV or convert a vehicle to operate solely on an
alternative fuel. The amount of the tax credit is 10% of the vehicle
cost, up to \$2,500. Qualified vehicles must meet emissions standards
the Georgia Department of Natural Resources (DNR) has defined. Eligible
alternative fuels include natural gas, propane, hydrogen, coal-derived
liquid fuels, fuels other than alcohol derived from biological
materials, and electricity. Any portion of the credit not used in the
year the AFV is purchased or converted may be carried over for up to
five years. This incentive does not apply to hybrid electric vehicles.
The tax credit expires July 1, 2015. For more information, see the DNR
Alternative Fuels and Tax Credits website. (Reference [House
Bill](http://www.legis.ga.gov/en-US/default.aspx) 170, 2015, and
[Georgia Code](http://www.legis.state.ga.us/) 48-7-40.16)
",,2015-05-04 00:00:00 UTC,FALSE,10,State Incentives,,2015-10-15 22:20:23 UTC,2015-07-01 00:00:00 UTC,,,,AFTMKTCONV|BIOD|ETH|ELEC|HY|NG|PHEV|LPG,TAX,,IND|FLEET,http://www.legis.state.ga.us/|http://www.legis.ga.gov/en-US/default.aspx
5518,AR,Alternative Fuels Commission,"The Arkansas Alternative Fuels Commission Act of 2003 established
a seven-member alternative fuels commission to develop,
coordinate, and promote the utilization of alternative fuels
throughout the state, with emphasis on the production,
development, promotion, and utilization of alternative fuels in
transportation. The Commission is in charge of making grants and
loans, and controls the Alternative Fuels Fund. (Reference
Arkansas Code ( http://www.arkleg.state.ar.us ) 15-10-601 and
15-10-701)",,,FALSE,60,Laws and Regulations,,,,2007-03-01 00:00:00 UTC,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,GNT|LOANS,,STATION|AFP|OTHER|IND|FLEET,
5537,NY,"Alternative Fuel, Electric, and Hybrid Electric Vehicle Tax Credits","New York's Alternative Fuel (Clean Fuel) Vehicle Tax Incentive
Program offers tax credits for the purchase of new HEVs, EVs,
AFVs, and the installation of clean fuel vehicle refueling
property. Purchasers of qualified HEVs are eligible for a tax
credit of $2,000. To qualify, a vehicle must draw propulsion
energy from both an internal combustion engine (or heat engine
that uses combustible fuel) and an energy storage device; and
must employ a regenerative braking system that recovers waste
energy to charge that device, and, for model year 2004 and later,
must meet or exceed the California LEV II emission standard.
Purchasers of EVs are eligible for a tax credit of 50% of the
incremental cost, up to $5,000 per vehicle. Purchasers of AFVs
are eligible for a tax credit worth 60% of the incremental cost
of the vehicle. The maximum value of the incentive is $5,000 for
vehicles with less than 14,000 pounds (lbs.) gross vehicle weight
rating (GVWR), and up to $10,000 for vehicles over 14,000 lbs.
GVWR. The tax credit for clean-fuel vehicle refueling property is
equal to 50% of the cost of the property. This includes property
for storing or dispensing a clean-burning fuel into the fuel tank
of a motor vehicle propelled by that fuel, as well as property
used for recharging electric vehicles.",,,FALSE,25,State Hybrid Incentives,,,2004-12-31 00:00:00 UTC,,,,BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,TAX,,STATION|IND|FLEET,
5572,IA,Electric Vehicle (EV) Registration Fee,"The following was repealed by Senate Bill ( https://www.legis.iowa.gov/index.aspx ) 452, 2013: The annual
registration fee for an EV is $25.00 unless the vehicle is more
than five model years old, in which case the annual registration
fee is reduced to $15.00. This section does not apply to
low-speed EVs. (Reference Iowa Code ( https://www.legis.iowa.gov/index.aspx ) 321.116)",,,FALSE,110,Laws and Regulations,,,,,2014-01-01 00:00:00 UTC,,ELEC|PHEV,,REGIS,IND|FLEET,https://www.legis.iowa.gov/index.aspx
5685,WI,Alternative Fuel Vehicle (AFV) Tax Deduction,"The Wisconsin Department of Revenue offers a state AFV tax
deduction identical to the federal AFV tax deduction. Taxpayers
who placed AFVs into service in 2002 and 2003 are entitled to the
full deduction. The deduction is reduced by 25% for vehicles
placed in service in 2004, by 50% for vehicles in 2005, and by
75% for vehicles in 2006. No deduction is available for clean
fuel vehicles placed in service in 2007. The full deduction is
$50,000 for any truck or van with a gross vehicle weight rating
(GVWR) of at least 26,000 pounds (lbs.) or a bus with seating
capacity of at least 20 adults. The deduction is $5,000 for a
truck or van with a GVWR greater than 10,000 lbs. and $2,000 for
vehicles under 10,000 lbs.",,,FALSE,20,State Incentives,,,2007-12-01 00:00:00 UTC,,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,TAX,,IND|FLEET,
5733,FL,High Occupancy Vehicle (HOV) Lane Exemption,"A driver may operate a qualified Inherently Low Emission Vehicle (ILEV)
or a hybrid electric vehicle (HEV) in an HOV lane at any time,
regardless of the number of passengers, provided that the vehicle is
certified and labeled in accordance with federal regulations. All
eligible ILEVs and HEVs must comply with the minimum fuel economy
standards set forth in Title 23 of the [U.S. Code of Federal
Regulations](https://www.govinfo.gov/app/collection/uscode), section
166(f)(3)(B). The vehicle must display a Florida Division of Motor
Vehicles issued decal, which must be renewed annually. Special fees may
apply. Vehicles with decals may also use any HOV lane designated as a
HOV toll lane without paying the toll. An HEV is defined as a motor
vehicle that draws propulsion energy from on-board sources of stored
energy comprised of both an internal combustion engine using combustible
fuel and a rechargeable energy storage system and meets or exceeds the
qualifying [California
standards](https://ww2.arb.ca.gov/our-work/programs/advanced-clean-cars-program/lev-program/low-emission-vehicle-lev-ii-program)
for a Low Emission Vehicle. Three-wheeled vehicles are considered ILEVs
for the purposes of HOV lane exemption. This exemption expires September
30, 2019. For more information, see the [HOV
Decal](https://www.flhsmv.gov/motor-vehicles-tags-titles/high-occupancy-vehicle-decal/)
website. (Reference [Florida Statutes](http://www.flsenate.gov/Laws/)
316.0741)
",2005-01-01 00:00:00 UTC,2010-06-04 00:00:00 UTC,FALSE,25,State Incentives,,,,2019-10-01 00:00:00 UTC,,,ELEC|HEV|PHEV,EXEM,,GOV|IND|FLEET,http://www.flsenate.gov/Laws/
5758,CT,Alternative Fuel Vehicle (AFV) and Hybrid Electric Vehicle (HEV) Tax Exemption,"Prior to July 1, 2008, the following purchases are exempt from
sales tax: new dedicated compressed natural gas (CNG), liquefied
natural gas (LNG), liquefied petroleum gas (LPG), hydrogen, or
electric vehicles; equipment used in dedicated or dual fuel CNG,
LNG, LPG, hydrogen, or electric vehicle conversions; and
equipment associated with a CNG or hydrogen filling or electric
recharging station. Between October 1, 2004, and October 1, 2008,
new HEVs with a U.S. Environmental Protection Agency fuel economy
rating of at least 40 miles per gallon are also exempt from sales
tax. An HEV is defined as a passenger car that 1) draws
acceleration energy from two onboard sources of stored energy,
which are both an internal combustion or heat engine using
combustible fuel and a rechargeable energy storage system, and 2)
for an HEV produced during and after model year 2004, is
certified to meet or exceed the Tier II Bin 5 Low Emission
Vehicle classification. (Reference Connecticut General Statutes
( http://www.cga.ct.gov ) 12-412-67, 68, 69, and 115)",,,FALSE,20,State Hybrid Incentives,,,2008-10-01 00:00:00 UTC,,,,ELEC|HEV|HY|NG|PHEV|LPG,EXEM|TAX,,STATION|IND|FLEET,
5871,AZ,Residential Electric Vehicle Supply Equipment (EVSE) Tax Credit,"A tax credit of up to \$75 is available to individuals for the
installation of EVSE in a house or housing unit that they have built. To
qualify, the outlet must meet certain codes and standards. To apply, see
form 319 on the Arizona Department of Revenue's [Credit
Forms](http://www.azdor.gov/Forms/Credits.aspx) page. (Reference
[Arizona Revised
Statutes](http://www.azleg.gov/ArizonaRevisedStatutes.asp) 43-1090 and
43-1176)
",,,FALSE,20,State Incentives,,2018-07-06 20:09:20 UTC,,,2017-05-10 00:00:00 UTC,,ELEC|PHEV,TAX,,IND,
5965,NE,Alternative Fuel User Tax and Registration,"The following was repealed by [Legislative
Bill](http://nebraskalegislature.gov/) 289, 2011: The Alternative Fuel
Tax Act requires individuals to purchase an alternative fuel user permit
to pay their estimated fuel tax liability for vehicles that operate
using an alternative fuel on state highways. Alternative fuels include
electricity and any other source of energy not otherwise taxed under the
motor fuel tax laws; compressed natural gas, liquefied natural gas, and
liquefied petroleum gas are not subject to this requirement. A fee of
\$75 is assessed at the time the individual submits the alternative fuel
user permit application to the Motor Fuel Tax Enforcement and Collection
Division of the Nebraska Department of Revenue. (Reference [Nebraska
Statutes](https://nebraskalegislature.gov/laws/browse-statutes.php)
66-684 through 66-695)
",,,FALSE,40,Laws and Regulations,,,,,2011-05-24 00:00:00 UTC,,ELEC|HY|PHEV,,FUEL|REGIS,IND|FLEET,http://uniweb.legislature.ne.gov/laws/laws.php
6003,CA,Alternative Fuel Incentive Development,"The California Air Resources Board and California Energy
Commission developed the Alternative Fuel Incentive Program to
allocate $25 million in incentives to promote the use and
production of alternative fuels. Eligible projects include
projects in California that promote high efficiency, high
mileage, alternative fuel light-, medium-, and heavy-duty
vehicles, for individual and public fleets. Incentives are
available to replace the current state vehicle fleet with clean,
high mileage alternative fuel vehicles and for the construction
of publicly accessible retail alternative fueling stations and
fleet fueling facilities, including E85. Incentives are also
available for alternative fuel production in California and
funding for research, development, and testing of alternative
fuels and advancing vehicle technology. (Reference Assembly Bill
( http://www.oal.ca.gov/ ) 1811, 2006)",2006-06-30 00:00:00 UTC,,FALSE,25,State Incentives,,,2009-06-30 00:00:00 UTC,,,,BIOD|ETH|ELEC|EFFEC|HEV|HY|NG|PHEV|LPG,RBATE,,STATION|AFP|OTHER|IND|FLEET,http://www.oal.ca.gov/
6086,SC,Fuel Cell Vehicle Tax Credit,"South Carolina residents that claim the federal Alternative Motor
Vehicle Credit for fuel cell vehicles are eligible for a state income
tax credit equal to 20% of the federal credit. If the amount of the
state credit exceeds the taxpayer's liability for the applicable tax
year, any unused portion of the credit may be carried forward and
claimed for up to five additional years. (Reference [South Carolina Code
of Laws](http://www.scstatehouse.gov/code/statmast.php) 12-6-3377)
",,,FALSE,40,State Incentives,,2015-09-04 21:17:31 UTC,,2015-08-31 00:00:00 UTC,,,ELEC|HEV|HY|NG|PHEV|LPG,TAX,,IND|FLEET,http://www.scstatehouse.gov/code/statmast.php
